PLANT_NAME,PLANT_DESIGN_CAPACITY_MWE,PLANT_COUNTRY,PLANT_STATE,TYPE,PLANT_OVERALL_RATING,PLANT_LATITUDE,PLANT_LONGITUDE,geopoint,PLANT_TYPE_OF_PLANT,PLANT_USED_FOR,PLANT_LOCATION,TOPIC
Maddox Gas Plant NM USA,213,United States of America,New Mexico,GAS,Environmentally Responsible,32.7131,-103.31,"32.7131, -103.31",,,,POWERPLANTS
New Mexico State University Gas Plant NM USA,4.7,United States of America,New Mexico,GAS,Environmentally Responsible,32.3589,-106.8216,"32.3589, -106.8216",,,,POWERPLANTS
Phelps Dodge Tyrone Gas Plant NM USA,45.4,United States of America,New Mexico,GAS,Environmentally Responsible,32.7435,-108.375,"32.7435, -108.375",,,,POWERPLANTS
Astoria Gas Turbines Gas Plant NY USA,762,United States of America,New York,GAS,Environmentally Responsible,40.7864,-73.9133,"40.7864, -73.9133",,,,POWERPLANTS
Entenmanns Energy Center Gas CHP Plant NY USA,5.2,United States of America,New York,GAS,Environmentally Responsible,40.8803,-72.8434,"40.8803, -72.8434",,,"Suffolk County, NY, USA",POWERPLANTS
Far Rockaway Gas Plant NY USA,100,United States of America,New York,GAS,Environmentally Responsible,40.6111,-73.7611,"40.6111, -73.7611",,,,POWERPLANTS
Gowanus Gas Turbines Generating Gas Plant NY USA,640,United States of America,New York,GAS,Environmentally Responsible,40.6454,-73.9492,"40.6454, -73.9492",,,,POWERPLANTS
Harlem River Yard Gas Plant NY USA,94,United States of America,New York,GAS,Environmentally Responsible,40.7989,-73.9147,"40.7989, -73.9147",,,,POWERPLANTS
Hell Gate Gas Plant NY USA,94,United States of America,New York,GAS,Environmentally Responsible,40.7986,-73.9072,"40.7986, -73.9072",,,,POWERPLANTS
Hillburn Gas Plant NY USA,46.5,United States of America,New York,GAS,Environmentally Responsible,41.1269,-74.1653,"41.1269, -74.1653",,,,POWERPLANTS
Indeck Corinth Energy Center Gas Plant NY USA,147,United States of America,New York,GAS,Environmentally Responsible,43.25,-73.8125,"43.25, -73.8125",,,,POWERPLANTS
Indeck Olean Energy Center Gas Plant NY USA,90.6,United States of America,New York,GAS,Environmentally Responsible,42.0875,-78.4578,"42.0875, -78.4578",,,,POWERPLANTS
South Glens Falls Energy LLC Gas Plant NY USA,59.7,United States of America,New York,GAS,Environmentally Responsible,43.2933,-73.6353,"43.2933, -73.6353",,,,POWERPLANTS
The American Sugar Refining Co Brooklyn Gas Plant NY USA,11.5,United States of America,New York,GAS,Environmentally Responsible,40.7153,-73.9674,"40.7153, -73.9674",,,,POWERPLANTS
US Gypsum Oakfield Gas Plant NY USA,5.8,United States of America,New York,GAS,Environmentally Responsible,43.0045,-78.1948,"43.0045, -78.1948",,,,POWERPLANTS
West Coxsackie Gas Plant NY USA,21.6,United States of America,New York,GAS,Environmentally Responsible,42.2752,-74.1227,"42.2752, -74.1227",,,,POWERPLANTS
Rockingham Power LLC Gas Plant NC USA,809,United States of America,North Carolina,GAS,Environmentally Responsible,36.3276,-79.8299,"36.3276, -79.8299",,,,POWERPLANTS
Wayne County Gas Power Plant NC USA,863,United States of America,North Carolina,GAS,Environmentally Responsible,35.3758,-78.09842,"35.3758, -78.09842",Open Cycle Gas Turbine,Peaking Load,"Wayne County, NC, USA",POWERPLANTS
Ashtabula Gas Cogen Plant OH USA,26.1,United States of America,Ohio,GAS,Environmentally Responsible,41.7052,-80.7502,"41.7052, -80.7502",,,"Ashtabula County, OH, USA",POWERPLANTS
Frank M Tait Gas Plant OH USA,319.4,United States of America,Ohio,GAS,Environmentally Responsible,39.7281,-84.2103,"39.7281, -84.2103",,,,POWERPLANTS
Galion Generating Station Gas Plant OH USA,49.5,United States of America,Ohio,GAS,Environmentally Responsible,40.7171,-82.7834,"40.7171, -82.7834",,,,POWERPLANTS
Napoleon Peaking Gas Plant OH USA,5.4,United States of America,Ohio,GAS,Environmentally Responsible,41.3339,-84.0682,"41.3339, -84.0682",,,,POWERPLANTS
Tait Electric Generating Station Gas Plant OH USA,376,United States of America,Ohio,GAS,Environmentally Responsible,39.7286,-84.2106,"39.7286, -84.2106",,,,POWERPLANTS
Troy Energy LLC Gas Plant OH USA,688,United States of America,Ohio,GAS,Environmentally Responsible,41.4794,-83.4614,"41.4794, -83.4614",,,,POWERPLANTS
Waterford Energy Facility Gas Plant OH USA,921.6,United States of America,Ohio,GAS,Environmentally Responsible,39.4536,-81.5003,"39.4536, -81.5003",,,,POWERPLANTS
Anadarko Plant Gas Plant OK USA,374,United States of America,Oklahoma,GAS,Environmentally Responsible,35.0847,-98.23,"35.0847, -98.23",,,,POWERPLANTS
Chaney Dell Plant Gas Plant OK USA,2.3,United States of America,Oklahoma,GAS,Environmentally Responsible,36.3139,-98.5328,"36.3139, -98.5328",,,,POWERPLANTS
Green Country Energy LLC Gas Plant OK USA,903.9,United States of America,Oklahoma,GAS,Environmentally Responsible,35.9831,-95.9319,"35.9831, -95.9319",,,,POWERPLANTS
Mustang Gas Plant OK USA,613,United States of America,Oklahoma,GAS,Environmentally Responsible,35.4711,-97.6733,"35.4711, -97.6733",,,,POWERPLANTS
Redbud Power Plant Gas Plant OK USA,1338,United States of America,Oklahoma,GAS,Environmentally Responsible,35.6853,-97.2242,"35.6853, -97.2242",,,,POWERPLANTS
Seminole Gas Plant OK USA,1724,United States of America,Oklahoma,GAS,Environmentally Responsible,34.9678,-96.7242,"34.9678, -96.7242",,,,POWERPLANTS
Hermiston Power Partnership Gas Plant OR USA,689.4,United States of America,Oregon,GAS,Environmentally Responsible,45.7917,-119.3122,"45.7917, -119.3122",,,,POWERPLANTS
Klamath Expansion Project Gas Plant OR USA,117.6,United States of America,Oregon,GAS,Environmentally Responsible,42.1725,-121.8139,"42.1725, -121.8139",,,,POWERPLANTS
SP Newsprint- Newberg Cogen Gas Plant OR USA,102,United States of America,Oregon,GAS,Environmentally Responsible,45.2257,-123.3079,"45.2257, -123.3079",,,,POWERPLANTS
Armstrong Gas Plant PA USA,688,United States of America,Pennsylvania,GAS,Environmentally Responsible,40.6383,-79.3503,"40.6383, -79.3503",,,,POWERPLANTS
Fayette Energy Facility Gas Plant PA USA,677,United States of America,Pennsylvania,GAS,Environmentally Responsible,39.8619,-79.9125,"39.8619, -79.9125",,,,POWERPLANTS
Liberty Electric Power Plant Gas Plant PA USA,614,United States of America,Pennsylvania,GAS,Environmentally Responsible,39.8622,-75.3361,"39.8622, -75.3361",,,,POWERPLANTS
North East Cogeneration Plant Gas Plant PA USA,88.2,United States of America,Pennsylvania,GAS,Environmentally Responsible,42.2021,-79.8423,"42.2021, -79.8423",Power and Heat Combined Cycle Gas Turbine,,"Erie County, PA, USA",POWERPLANTS
Ontelaunee Energy Center Gas Plant PA USA,728,United States of America,Pennsylvania,GAS,Environmentally Responsible,40.4219,-75.9353,"40.4219, -75.9353",,,,POWERPLANTS
Ocean State Power Gas Plant RI USA,254.2,United States of America,Rhode Island,GAS,Environmentally Responsible,42.0089,-71.6875,"42.0089, -71.6875",,,,POWERPLANTS
Ocean State Power II Gas Plant RI USA,254.2,United States of America,Rhode Island,GAS,Environmentally Responsible,42.0089,-71.6875,"42.0089, -71.6875",,,,POWERPLANTS
Columbia Energy Center Gas Cogen Plant SC USA,684,United States of America,South Carolina,GAS,Environmentally Responsible,33.8692,-81.0183,"33.8692, -81.0183",,,"Calhoun County, SC, USA",POWERPLANTS
Faber Place Gas Plant SC USA,11.5,United States of America,South Carolina,GAS,Environmentally Responsible,32.8393,-79.949,"32.8393, -79.949",,,,POWERPLANTS
Parr GT Gas Plant SC USA,74,United States of America,South Carolina,GAS,Environmentally Responsible,34.3899,-81.1164,"34.3899, -81.1164",,,,POWERPLANTS
Huron Gas Plant SD USA,57.9,United States of America,South Dakota,GAS,Environmentally Responsible,44.5925,-98.2672,"44.5925, -98.2672",,,,POWERPLANTS
Brownsville Peaking Power Gas Power Plant TN USA,460,United States of America,Tennessee,GAS,Environmentally Responsible,35.5438,-89.19779,"35.5438, -89.19779",Open Cycle Gas Turbine,,"Haywood County, TN, USA",POWERPLANTS
University of Tennessee Steam Plant Gas Plant TN USA,5,United States of America,Tennessee,GAS,Environmentally Responsible,35.9964,-83.932,"35.9964, -83.932",,,,POWERPLANTS
Black Hawk Station Gas CHP Plant TX USA,253.8,United States of America,Texas,GAS,Environmentally Responsible,35.6961,-101.3602,"35.6961, -101.3602",,,"Hutchinson County, TX, USA",POWERPLANTS
Bosque County Peaking Gas Plant TX USA,557,United States of America,Texas,GAS,Environmentally Responsible,31.859211,-97.357906,"31.859211, -97.357906",,,"Bosque County, TX, USA",POWERPLANTS
C E Newman Gas Plant TX USA,96.4,United States of America,Texas,GAS,Environmentally Responsible,32.9125,-96.6231,"32.9125, -96.6231",,,,POWERPLANTS
Cedar Bayou Gas Plant TX USA,2295,United States of America,Texas,GAS,Environmentally Responsible,29.7494,-94.9267,"29.7494, -94.9267",,,,POWERPLANTS
Celanese Engineering Resin Gas CHP Plant TX USA,44.2,United States of America,Texas,GAS,Environmentally Responsible,27.7268,-97.6361,"27.7268, -97.6361",,,"Nueces County, TX, USA",POWERPLANTS
Chocolate Bayou Works Gas CHP Plant TX USA,41,United States of America,Texas,GAS,Environmentally Responsible,29.1935,-95.457,"29.1935, -95.457",,,"Brazoria County, TX, USA",POWERPLANTS
Copper Gas Plant TX USA,80.5,United States of America,Texas,GAS,Environmentally Responsible,31.7723,-106.2404,"31.7723, -106.2404",,,,POWERPLANTS
Corpus Christi Gas CHP Plant TX USA,41,United States of America,Texas,GAS,Environmentally Responsible,27.7268,-97.6361,"27.7268, -97.6361",,,"Nueces County, TX, USA",POWERPLANTS
Deer Park Energy Center Gas Cogen Plant TX USA,996,United States of America,Texas,GAS,Environmentally Responsible,29.7153,-95.1361,"29.7153, -95.1361",,,"Harris County, TX, USA",POWERPLANTS
Ennis Tractebel Power LP Gas Plant TX USA,418,United States of America,Texas,GAS,Environmentally Responsible,32.3194,-96.6739,"32.3194, -96.6739",,,,POWERPLANTS
ExxonMobil Hawkins Gas Plant Gas Plant TX USA,10.5,United States of America,Texas,GAS,Environmentally Responsible,32.79,-95.3791,"32.79, -95.3791",,,,POWERPLANTS
Formosa Utility Venture Ltd Gas Plant TX USA,689.4,United States of America,Texas,GAS,Environmentally Responsible,28.4792,-96.6448,"28.4792, -96.6448",,,,POWERPLANTS
Gregory Power Facility Gas Plant TX USA,432,United States of America,Texas,GAS,Environmentally Responsible,27.8881,-97.2572,"27.8881, -97.2572",,,,POWERPLANTS
Hal C Weaver Power Plant Gas Plant TX USA,128.4,United States of America,Texas,GAS,Environmentally Responsible,30.2866,-97.7357,"30.2866, -97.7357",,,,POWERPLANTS
Hiram Clarke Gas Plant TX USA,96,United States of America,Texas,GAS,Environmentally Responsible,29.6483,-95.4508,"29.6483, -95.4508",,,,POWERPLANTS
Lake Creek Gas Plant TX USA,321.6,United States of America,Texas,GAS,Environmentally Responsible,31.4647,-96.985,"31.4647, -96.985",,,,POWERPLANTS
Lone Star Gas Plant TX USA,40,United States of America,Texas,GAS,Environmentally Responsible,32.9217,-94.7158,"32.9217, -94.7158",,,,POWERPLANTS
Midlothian Energy Facility Gas Plant TX USA,1734,United States of America,Texas,GAS,Environmentally Responsible,32.4294,-97.0539,"32.4294, -97.0539",Combined Cycle Gas Turbine,Intermediate Load,"Midlothian, Ellis County, TX, USA",POWERPLANTS
Moore County Gas Plant TX USA,49,United States of America,Texas,GAS,Environmentally Responsible,35.9667,-101.865,"35.9667, -101.865",,,,POWERPLANTS
Mountain Creek Gas Plant TX USA,958.3,United States of America,Texas,GAS,Environmentally Responsible,32.7253,-96.9361,"32.7253, -96.9361",,,,POWERPLANTS
Newman Gas Plant TX USA,575,United States of America,Texas,GAS,Environmentally Responsible,31.9858,-106.4322,"31.9858, -106.4322",,,,POWERPLANTS
Nichols Gas Plant TX USA,476,United States of America,Texas,GAS,Environmentally Responsible,35.2825,-101.7458,"35.2825, -101.7458",,,,POWERPLANTS
North Riley Gas Plant TX USA,3,United States of America,Texas,GAS,Environmentally Responsible,32.7347,-102.6241,"32.7347, -102.6241",,,,POWERPLANTS
P H Robinson Gas Plant TX USA,2314.5,United States of America,Texas,GAS,Environmentally Responsible,29.3945,-94.9661,"29.3945, -94.9661",,,,POWERPLANTS
Plant X Gas Plant TX USA,434.4,United States of America,Texas,GAS,Environmentally Responsible,34.1661,-102.4114,"34.1661, -102.4114",,,,POWERPLANTS
Port Neches Plant Gas Plant TX USA,38,United States of America,Texas,GAS,Environmentally Responsible,29.8834,-94.1763,"29.8834, -94.1763",,,,POWERPLANTS
Rice University Gas Plant TX USA,7,United States of America,Texas,GAS,Environmentally Responsible,29.8614,-95.3996,"29.8614, -95.3996",,,,POWERPLANTS
Rio Nogales Power Project Gas Plant TX USA,825,United States of America,Texas,GAS,Environmentally Responsible,29.5939,-97.9697,"29.5939, -97.9697",,,,POWERPLANTS
Sam Bertron Gas Plant TX USA,875.1,United States of America,Texas,GAS,Environmentally Responsible,29.7269,-95.0586,"29.7269, -95.0586",,,,POWERPLANTS
Sam Rayburn Gas Plant TX USA,237.2,United States of America,Texas,GAS,Environmentally Responsible,28.79,-96.98,"28.79, -96.98",,,,POWERPLANTS
Silas Ray Gas Plant TX USA,181.4,United States of America,Texas,GAS,Environmentally Responsible,25.915,-97.5202,"25.915, -97.5202",,,,POWERPLANTS
Southwest Texas State University Gas Plant TX USA,6,United States of America,Texas,GAS,Environmentally Responsible,30.0577,-98.0418,"30.0577, -98.0418",,,,POWERPLANTS
SRW Cogen LP Gas Plant TX USA,505,United States of America,Texas,GAS,Environmentally Responsible,30.0561,-93.7539,"30.0561, -93.7539",,,,POWERPLANTS
Stryker Creek Gas Plant TX USA,713.4,United States of America,Texas,GAS,Environmentally Responsible,31.9381,-94.9883,"31.9381, -94.9883",,,,POWERPLANTS
V H Braunig Gas Plant TX USA,894,United States of America,Texas,GAS,Environmentally Responsible,29.2575,-98.3828,"29.2575, -98.3828",,,,POWERPLANTS
Wasson CO2 Removal Plant Gas Plant TX USA,23.4,United States of America,Texas,GAS,Environmentally Responsible,33.1661,-102.8198,"33.1661, -102.8198",,,,POWERPLANTS
Lone Peak Partners Power Gas Plant UT USA,1.8,United States of America,Utah,GAS,Environmentally Responsible,40.6661,-111.917,"40.6661, -111.917",,,,POWERPLANTS
Murray Turbine Gas Plant UT USA,170.5,United States of America,Utah,GAS,Environmentally Responsible,40.6661,-111.917,"40.6661, -111.917",,,,POWERPLANTS
Payson Gas Plant UT USA,9.7,United States of America,Utah,GAS,Environmentally Responsible,40.1183,-111.6686,"40.1183, -111.6686",,,,POWERPLANTS
Marsh Run Generating Gas Plant VA USA,513.3,United States of America,Virginia,GAS,Environmentally Responsible,38.5292,-77.7692,"38.5292, -77.7692",,,,POWERPLANTS
March Point Cogeneration Gas Plant WA USA,166.8,United States of America,Washington,GAS,Environmentally Responsible,48.4745,-121.7209,"48.4745, -121.7209",,,,POWERPLANTS
Northeast Gas Plant WA USA,61.8,United States of America,Washington,GAS,Environmentally Responsible,47.6196,-117.4037,"47.6196, -117.4037",,,,POWERPLANTS
Belle West Virginia Plant Gas Plant WV USA,13.5,United States of America,West Virginia,GAS,Environmentally Responsible,38.2978,-81.5547,"38.2978, -81.5547",,,,POWERPLANTS
Big Sandy Peaker Plant LLC Gas Plant WV USA,342,United States of America,West Virginia,GAS,Environmentally Responsible,38.3456,-82.595,"38.3456, -82.595",,,,POWERPLANTS
Alliant Energy Neenah Gas Plant WI USA,373.2,United States of America,Wisconsin,GAS,Environmentally Responsible,44.1164,-88.4811,"44.1164, -88.4811",,,,POWERPLANTS
Fitchburg Gas Plant WI USA,57.6,United States of America,Wisconsin,GAS,Environmentally Responsible,43.0676,-89.4165,"43.0676, -89.4165",,,,POWERPLANTS
Rock River Gas Plant WI USA,294,United States of America,Wisconsin,GAS,Environmentally Responsible,42.5831,-89.0292,"42.5831, -89.0292",,,,POWERPLANTS
Sycamore Gas Plant WI USA,41.6,United States of America,Wisconsin,GAS,Environmentally Responsible,43.0676,-89.4165,"43.0676, -89.4165",,,,POWERPLANTS
Arvada Gas Plant WY USA,22.5,United States of America,Wyoming,GAS,Environmentally Responsible,44.7892,-106.8767,"44.7892, -106.8767",,,,POWERPLANTS
Cheyenne Prairie Generating Station USA,132,United States of America,Wyoming,GAS,Environmentally Responsible,41.1234,-104.7212,"41.1234, -104.7212",OCGT and CCGT,Intermediate/Peak Load,"Cheyenne, Wyoming, United States of America",POWERPLANTS
Pedro Camejo Gas Power Plant Venezuela,300,Venezuela,Carabobo,GAS,Environmentally Responsible,10.1771,-67.9462,"10.1771, -67.9462",Open Cycle Gas Turbine,Base Load,"Valencia, Carabobo, Venezuela",POWERPLANTS
Termozulia II CCGT Power Plant Venezuela,450,Venezuela,Zulia,GAS,Environmentally Responsible,10.4883,-71.6354,"10.4883, -71.6354",Combined Cycle Gas Turbine,,"General Rafael Urdaneta generation complex, Zulia, Venezuela",POWERPLANTS
Phu My 2-1 CCGT Power Plant Vietnam,900,Viet Nam,Ba Ria-Vung Tau,GAS,Environmentally Responsible,10.6012,107.0368,"10.6012, 107.0368",Combined Cycle Gas Turbine,,"Phu My, Ba Ria-Vung Tau Province, Viet Nam",POWERPLANTS
Pailas Geothermal Power Plant Costa Rica,36,Costa Rica,Guanacaste,GEOTHERMAL,Environmentally Responsible,10.754,-85.3797,"10.754, -85.3797",Binary,,"Southern slope of the Rincon de la Vieja Volcano, Guanacaste, Costa Rica",POWERPLANTS
Hellisheidi Geothermal Power Plant Iceland,303,Iceland,Reykjavik,GEOTHERMAL,Environmentally Responsible,64.03722,-21.4008,"64.03722, -21.4008",Flash,Cogeneration,"20km east of Reykjavik, Reykjavik, Iceland",POWERPLANTS
Svartsengi Geothermal CHP Power Station Iceland,74.4,Iceland,Reykjavik,GEOTHERMAL,Environmentally Responsible,63.8786,-22.43278,"63.8786, -22.43278",,Cogeneration,"Grindavik, Reykjavik, Iceland",POWERPLANTS
Nesjavellir Geothermal CHP Power Plant Iceland,120,Iceland,Sudhurland,GEOTHERMAL,Environmentally Responsible,64.10806,-21.2564,"64.10806, -21.2564",Flash,Cogeneration,"30km east of Reykjavik, Sudhurland, Iceland",POWERPLANTS
Otake (Ohdake) Geothermal Power Plant Japan,12.5,Japan,Kagoshima,GEOTHERMAL,Environmentally Responsible,33.1217,131.190217,"33.1217, 131.190217",Flash,Base Load,"Kokonoe town, Oita, Japan",POWERPLANTS
Kirishima Kokusai Hotel Geothermal PP,0.1,Japan,Oita,GEOTHERMAL,Environmentally Responsible,32.08981621,131.1103152,"32.0898162123, 131.110315166",,,,POWERPLANTS
Hachijojima Geothermal Power Plant Japan,3.3,Japan,Tokyo,GEOTHERMAL,Environmentally Responsible,33.11169404,139.777986,"33.1116940427, 139.777985996",,,,POWERPLANTS
Olkaria II Geothermal Power Station Kenya,70,Kenya,Rift Valley,GEOTHERMAL,Environmentally Responsible,-0.889942623,36.31127357,"-0.889942622604, 36.3112735748",,,,POWERPLANTS
Tres Virgenes Geothermal Plant Mexico,10,Mexico,Baja California Sur,GEOTHERMAL,Environmentally Responsible,26.895,-111.99,"26.895, -111.99",,,,POWERPLANTS
Los Azufres Geothermal Power Plant Mexico,195,Mexico,Michoacn,GEOTHERMAL,Environmentally Responsible,19.79055,-100.66477,"19.79055, -100.66477",,Base Load,"Los Azufres, Cd. Hidalgo, Michoacan, Mexico",POWERPLANTS
Kawerau Geothermal Power Plant New Zealand,108.3,New Zealand,Bay of Plenty,GEOTHERMAL,Environmentally Responsible,-38.0631,176.7272,"-38.0631, 176.7272",Double Flash,Base Load,"Norske Skog Tasman Mill, Kawerau, Bay of Plenty, New Zealand",POWERPLANTS
Poihipi (McLachian) Geothermal Power Plant New Zealand,55,New Zealand,Waikato,GEOTHERMAL,Environmentally Responsible,-38.6303,176.0415,"-38.6303, 176.0415",Direct Subcritical Steam Condensing Turbine (ST),Base Load,"Poihipi Road, Near Taupo, Waikato, New Zealand",POWERPLANTS
